sample_id,video_id,clip_id,modality,source_file,duration_s,valid_duration_s,feature_shape,feature_dim,num_bins,bin_width_s,valid_bins,padding_rule,extractor,source_sha256
-hnBHBN8p5A$_$6,-hnBHBN8p5A,6,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-hnBHBN8p5A\6.mp4,6.401000,6.401000,50x768,768,50,0.128020,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,997f6808ac3973ddd71800e91c8e10755c10b5037186d84348a79e00d672fdc7
-hnBHBN8p5A$_$6,-hnBHBN8p5A,6,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-hnBHBN8p5A\6.mp4,6.401000,6.332813,50x74,74,50,0.128020,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,997f6808ac3973ddd71800e91c8e10755c10b5037186d84348a79e00d672fdc7
-hnBHBN8p5A$_$6,-hnBHBN8p5A,6,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-hnBHBN8p5A\6.mp4,6.401000,6.401000,50x35,35,50,0.128020,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,997f6808ac3973ddd71800e91c8e10755c10b5037186d84348a79e00d672fdc7
-qDkUB0GgYY$_$6,-qDkUB0GgYY,6,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-qDkUB0GgYY\6.mp4,4.677995,4.677995,50x768,768,50,0.093560,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,ab19bf4a761d3919b7113b1104ccaadbbf0c4e7b45694904d094280a2c329c8b
-qDkUB0GgYY$_$6,-qDkUB0GgYY,6,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-qDkUB0GgYY\6.mp4,4.677995,4.614687,50x74,74,50,0.093560,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,ab19bf4a761d3919b7113b1104ccaadbbf0c4e7b45694904d094280a2c329c8b
-qDkUB0GgYY$_$6,-qDkUB0GgYY,6,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-qDkUB0GgYY\6.mp4,4.677995,4.677995,50x35,35,50,0.093560,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,ab19bf4a761d3919b7113b1104ccaadbbf0c4e7b45694904d094280a2c329c8b
-uywlfIYOS8$_$4,-uywlfIYOS8,4,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-uywlfIYOS8\4.mp4,6.044987,6.044987,50x768,768,50,0.120900,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,fde46f5222cf5cfec7af9c93214c972ce2d686b0bf9c90a291021601968986f9
-uywlfIYOS8$_$4,-uywlfIYOS8,4,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-uywlfIYOS8\4.mp4,6.044987,5.881125,50x74,74,50,0.120900,49,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,fde46f5222cf5cfec7af9c93214c972ce2d686b0bf9c90a291021601968986f9
-uywlfIYOS8$_$4,-uywlfIYOS8,4,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-uywlfIYOS8\4.mp4,6.044987,6.044987,50x35,35,50,0.120900,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,fde46f5222cf5cfec7af9c93214c972ce2d686b0bf9c90a291021601968986f9
-6rXp3zJ3kc$_$8,-6rXp3zJ3kc,8,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-6rXp3zJ3kc\8.mp4,12.805013,12.805013,50x768,768,50,0.256100,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,59b77a0f873b7fa95e7327b93d64bb5a4bdae84039321988ef70bba8e63ee1ae
-6rXp3zJ3kc$_$8,-6rXp3zJ3kc,8,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-6rXp3zJ3kc\8.mp4,12.805013,12.738000,50x74,74,50,0.256100,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,59b77a0f873b7fa95e7327b93d64bb5a4bdae84039321988ef70bba8e63ee1ae
-6rXp3zJ3kc$_$8,-6rXp3zJ3kc,8,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-6rXp3zJ3kc\8.mp4,12.805013,12.805013,50x35,35,50,0.256100,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,59b77a0f873b7fa95e7327b93d64bb5a4bdae84039321988ef70bba8e63ee1ae
-9y-fZ3swSY$_$0,-9y-fZ3swSY,0,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-9y-fZ3swSY\0.mp4,6.833333,6.833333,50x768,768,50,0.136667,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,29a1fd181293cdbe24e50edcad51e3cc0f27a5824d840bcc39d453b272fb6e3c
-9y-fZ3swSY$_$0,-9y-fZ3swSY,0,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-9y-fZ3swSY\0.mp4,6.833333,6.757000,50x74,74,50,0.136667,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,29a1fd181293cdbe24e50edcad51e3cc0f27a5824d840bcc39d453b272fb6e3c
-9y-fZ3swSY$_$0,-9y-fZ3swSY,0,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-9y-fZ3swSY\0.mp4,6.833333,6.833333,50x35,35,50,0.136667,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,29a1fd181293cdbe24e50edcad51e3cc0f27a5824d840bcc39d453b272fb6e3c
-9y-fZ3swSY$_$4,-9y-fZ3swSY,4,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-9y-fZ3swSY\4.mp4,2.821029,2.821029,50x768,768,50,0.056421,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,fe04a26710e85c58bdaad5a48618c7e0f742d82b0d920eb4a046c8f14a6921dc
-9y-fZ3swSY$_$4,-9y-fZ3swSY,4,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-9y-fZ3swSY\4.mp4,2.821029,2.664813,50x74,74,50,0.056421,48,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,fe04a26710e85c58bdaad5a48618c7e0f742d82b0d920eb4a046c8f14a6921dc
-9y-fZ3swSY$_$4,-9y-fZ3swSY,4,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-9y-fZ3swSY\4.mp4,2.821029,2.821029,50x35,35,50,0.056421,48,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,fe04a26710e85c58bdaad5a48618c7e0f742d82b0d920eb4a046c8f14a6921dc
-9y-fZ3swSY$_$8,-9y-fZ3swSY,8,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-9y-fZ3swSY\8.mp4,4.988997,4.988997,50x768,768,50,0.099780,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,6140d031e614b62a5d8df73346fef2417c28cee3501310aa95aa40d358b4b256
-9y-fZ3swSY$_$8,-9y-fZ3swSY,8,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-9y-fZ3swSY\8.mp4,4.988997,4.917000,50x74,74,50,0.099780,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,6140d031e614b62a5d8df73346fef2417c28cee3501310aa95aa40d358b4b256
-9y-fZ3swSY$_$8,-9y-fZ3swSY,8,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-9y-fZ3swSY\8.mp4,4.988997,4.988997,50x35,35,50,0.099780,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,6140d031e614b62a5d8df73346fef2417c28cee3501310aa95aa40d358b4b256
-AUZQgSxyPQ$_$2,-AUZQgSxyPQ,2,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-AUZQgSxyPQ\2.mp4,22.511003,22.511003,50x768,768,50,0.450220,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,e09034b30bb4f8fb9f9c2568afc20f2a764e327fe6ef4e13f21804eaac51bb7b
-AUZQgSxyPQ$_$2,-AUZQgSxyPQ,2,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-AUZQgSxyPQ\2.mp4,22.511003,22.404563,50x74,74,50,0.450220,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,e09034b30bb4f8fb9f9c2568afc20f2a764e327fe6ef4e13f21804eaac51bb7b
-AUZQgSxyPQ$_$2,-AUZQgSxyPQ,2,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-AUZQgSxyPQ\2.mp4,22.511003,22.511003,50x35,35,50,0.450220,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,e09034b30bb4f8fb9f9c2568afc20f2a764e327fe6ef4e13f21804eaac51bb7b
-HeZS2-Prhc$_$2,-HeZS2-Prhc,2,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-HeZS2-Prhc\2.mp4,8.261979,8.261979,50x768,768,50,0.165240,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,edb0fa22fdfbd990c8174764af78670bd2ecad799240d35d96a1124a3cd9dc0c
-HeZS2-Prhc$_$2,-HeZS2-Prhc,2,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-HeZS2-Prhc\2.mp4,8.261979,8.150875,50x74,74,50,0.165240,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,edb0fa22fdfbd990c8174764af78670bd2ecad799240d35d96a1124a3cd9dc0c
-HeZS2-Prhc$_$2,-HeZS2-Prhc,2,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-HeZS2-Prhc\2.mp4,8.261979,8.261979,50x35,35,50,0.165240,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,edb0fa22fdfbd990c8174764af78670bd2ecad799240d35d96a1124a3cd9dc0c
-MeTTeMJBNc$_$0,-MeTTeMJBNc,0,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-MeTTeMJBNc\0.mp4,9.300000,9.300000,50x768,768,50,0.186000,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,54e2097f7bdb455d243e72254e5af7ed16160739f2f3cfd22f57d2729ec1acbe
-MeTTeMJBNc$_$0,-MeTTeMJBNc,0,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-MeTTeMJBNc\0.mp4,9.300000,9.218312,50x74,74,50,0.186000,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,54e2097f7bdb455d243e72254e5af7ed16160739f2f3cfd22f57d2729ec1acbe
-MeTTeMJBNc$_$0,-MeTTeMJBNc,0,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-MeTTeMJBNc\0.mp4,9.300000,9.300000,50x35,35,50,0.186000,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,54e2097f7bdb455d243e72254e5af7ed16160739f2f3cfd22f57d2729ec1acbe
-MeTTeMJBNc$_$13,-MeTTeMJBNc,13,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-MeTTeMJBNc\13.mp4,5.430013,5.430013,50x768,768,50,0.108600,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,80c5d996e5d7b61c58e1fe32d706efcaf80c8c8cddb5c37a5c66d527786c2a44
-MeTTeMJBNc$_$13,-MeTTeMJBNc,13,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-MeTTeMJBNc\13.mp4,5.430013,5.255500,50x74,74,50,0.108600,49,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,80c5d996e5d7b61c58e1fe32d706efcaf80c8c8cddb5c37a5c66d527786c2a44
-MeTTeMJBNc$_$13,-MeTTeMJBNc,13,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-MeTTeMJBNc\13.mp4,5.430013,5.430013,50x35,35,50,0.108600,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,80c5d996e5d7b61c58e1fe32d706efcaf80c8c8cddb5c37a5c66d527786c2a44
-MeTTeMJBNc$_$7,-MeTTeMJBNc,7,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-MeTTeMJBNc\7.mp4,10.516992,10.516992,50x768,768,50,0.210340,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,40716dc7402fd6398038eded58ce939ec76be6afbeea346b968bf4c427088f3a
-MeTTeMJBNc$_$7,-MeTTeMJBNc,7,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-MeTTeMJBNc\7.mp4,10.516992,10.411312,50x74,74,50,0.210340,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,40716dc7402fd6398038eded58ce939ec76be6afbeea346b968bf4c427088f3a
-MeTTeMJBNc$_$7,-MeTTeMJBNc,7,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-MeTTeMJBNc\7.mp4,10.516992,10.516992,50x35,35,50,0.210340,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,40716dc7402fd6398038eded58ce939ec76be6afbeea346b968bf4c427088f3a
-RfYyzHpjk4$_$11,-RfYyzHpjk4,11,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-RfYyzHpjk4\11.mp4,5.238997,5.238997,50x768,768,50,0.104780,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,96e481cd732001239639c8cb4e7f94e570925e5a15940920ffab0cec1f13f904
-RfYyzHpjk4$_$11,-RfYyzHpjk4,11,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-RfYyzHpjk4\11.mp4,5.238997,5.074875,50x74,74,50,0.104780,49,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,96e481cd732001239639c8cb4e7f94e570925e5a15940920ffab0cec1f13f904
-RfYyzHpjk4$_$11,-RfYyzHpjk4,11,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-RfYyzHpjk4\11.mp4,5.238997,5.238997,50x35,35,50,0.104780,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,96e481cd732001239639c8cb4e7f94e570925e5a15940920ffab0cec1f13f904
-RfYyzHpjk4$_$8,-RfYyzHpjk4,8,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-RfYyzHpjk4\8.mp4,4.588997,4.588997,50x768,768,50,0.091780,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,ed8c672c532b8c7d1c830c82d6e2c14fcb3bbd3dc1a86670a03a6c8e83c02f3c
-RfYyzHpjk4$_$8,-RfYyzHpjk4,8,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-RfYyzHpjk4\8.mp4,4.588997,4.532375,50x74,74,50,0.091780,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,ed8c672c532b8c7d1c830c82d6e2c14fcb3bbd3dc1a86670a03a6c8e83c02f3c
-RfYyzHpjk4$_$8,-RfYyzHpjk4,8,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-RfYyzHpjk4\8.mp4,4.588997,4.588997,50x35,35,50,0.091780,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,ed8c672c532b8c7d1c830c82d6e2c14fcb3bbd3dc1a86670a03a6c8e83c02f3c
-RfYyzHpjk4$_$2,-RfYyzHpjk4,2,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-RfYyzHpjk4\2.mp4,5.516016,5.516016,50x768,768,50,0.110320,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,5e428ee22de58c9d6561b9b4353bef9dfb811a5841d9ab07b5bc453d697ad17f
-RfYyzHpjk4$_$2,-RfYyzHpjk4,2,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-RfYyzHpjk4\2.mp4,5.516016,5.391813,50x74,74,50,0.110320,49,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,5e428ee22de58c9d6561b9b4353bef9dfb811a5841d9ab07b5bc453d697ad17f
-RfYyzHpjk4$_$2,-RfYyzHpjk4,2,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-RfYyzHpjk4\2.mp4,5.516016,5.516016,50x35,35,50,0.110320,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,5e428ee22de58c9d6561b9b4353bef9dfb811a5841d9ab07b5bc453d697ad17f
-UUCSKoHeMA$_$0,-UUCSKoHeMA,0,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UUCSKoHeMA\0.mp4,7.800000,7.800000,50x768,768,50,0.156000,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,3f9792888ec8e969f61cfb6cb4de7bdf7ef8944afe0a9d2a9d13586e1f13b898
-UUCSKoHeMA$_$0,-UUCSKoHeMA,0,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UUCSKoHeMA\0.mp4,7.800000,7.732250,50x74,74,50,0.156000,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,3f9792888ec8e969f61cfb6cb4de7bdf7ef8944afe0a9d2a9d13586e1f13b898
-UUCSKoHeMA$_$0,-UUCSKoHeMA,0,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UUCSKoHeMA\0.mp4,7.800000,7.800000,50x35,35,50,0.156000,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,3f9792888ec8e969f61cfb6cb4de7bdf7ef8944afe0a9d2a9d13586e1f13b898
-ri04Z7vwnc$_$0,-ri04Z7vwnc,0,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\0.mp4,2.807000,2.807000,50x768,768,50,0.056140,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,93021c70c8fad20ad3fded80e7fc790a2f9c96835de58a3b694c6906de42684b
-ri04Z7vwnc$_$0,-ri04Z7vwnc,0,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\0.mp4,2.807000,2.763250,50x74,74,50,0.056140,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,93021c70c8fad20ad3fded80e7fc790a2f9c96835de58a3b694c6906de42684b
-ri04Z7vwnc$_$0,-ri04Z7vwnc,0,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\0.mp4,2.807000,2.807000,50x35,35,50,0.056140,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,93021c70c8fad20ad3fded80e7fc790a2f9c96835de58a3b694c6906de42684b
-ri04Z7vwnc$_$2,-ri04Z7vwnc,2,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\2.mp4,6.027000,6.027000,50x768,768,50,0.120540,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,f5993ce3a6ee56298462c08692a96f78c7d914d7264257ed401de7d6e17fd148
-ri04Z7vwnc$_$2,-ri04Z7vwnc,2,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\2.mp4,6.027000,5.913375,50x74,74,50,0.120540,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,f5993ce3a6ee56298462c08692a96f78c7d914d7264257ed401de7d6e17fd148
-ri04Z7vwnc$_$2,-ri04Z7vwnc,2,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\2.mp4,6.027000,6.027000,50x35,35,50,0.120540,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,f5993ce3a6ee56298462c08692a96f78c7d914d7264257ed401de7d6e17fd148
-ri04Z7vwnc$_$5,-ri04Z7vwnc,5,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\5.mp4,3.545000,3.545000,50x768,768,50,0.070900,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,2a5e4319bf592a18c8eb5117f7c7ec30c6c79528f9eac9fe4fb85bf70f277736
-ri04Z7vwnc$_$5,-ri04Z7vwnc,5,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\5.mp4,3.545000,3.439750,50x74,74,50,0.070900,49,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,2a5e4319bf592a18c8eb5117f7c7ec30c6c79528f9eac9fe4fb85bf70f277736
-ri04Z7vwnc$_$5,-ri04Z7vwnc,5,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\5.mp4,3.545000,3.545000,50x35,35,50,0.070900,49,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,2a5e4319bf592a18c8eb5117f7c7ec30c6c79528f9eac9fe4fb85bf70f277736
-s9qJ7ATP7w$_$1,-s9qJ7ATP7w,1,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\1.mp4,4.791992,4.791992,50x768,768,50,0.095840,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,a33e8f82a185bcb7648b523927308cdc2142e3076479ba2b45cd0e828636fc09
-s9qJ7ATP7w$_$1,-s9qJ7ATP7w,1,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\1.mp4,4.791992,4.643813,50x74,74,50,0.095840,49,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,a33e8f82a185bcb7648b523927308cdc2142e3076479ba2b45cd0e828636fc09
-s9qJ7ATP7w$_$1,-s9qJ7ATP7w,1,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\1.mp4,4.791992,4.791992,50x35,35,50,0.095840,49,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,a33e8f82a185bcb7648b523927308cdc2142e3076479ba2b45cd0e828636fc09
-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,0,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\0.mp4,6.800000,6.800000,50x768,768,50,0.136000,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,f2324dbc6debe0d1e4254e6f943523373e3cbb30d8d0555413ce3a7b370a4af5
-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,0,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\0.mp4,6.800000,6.710562,50x74,74,50,0.136000,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,f2324dbc6debe0d1e4254e6f943523373e3cbb30d8d0555413ce3a7b370a4af5
-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,0,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\0.mp4,6.800000,6.800000,50x35,35,50,0.136000,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,f2324dbc6debe0d1e4254e6f943523373e3cbb30d8d0555413ce3a7b370a4af5
-s9qJ7ATP7w$_$5,-s9qJ7ATP7w,5,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\5.mp4,8.561003,8.561003,50x768,768,50,0.171220,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,bd35eb8de64ce1f8b27921294598f7cf5bb971255738f51d06458c7096c58eae
-s9qJ7ATP7w$_$5,-s9qJ7ATP7w,5,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\5.mp4,8.561003,8.397875,50x74,74,50,0.171220,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,bd35eb8de64ce1f8b27921294598f7cf5bb971255738f51d06458c7096c58eae
-s9qJ7ATP7w$_$5,-s9qJ7ATP7w,5,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\5.mp4,8.561003,8.561003,50x35,35,50,0.171220,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,bd35eb8de64ce1f8b27921294598f7cf5bb971255738f51d06458c7096c58eae
-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,4,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\4.mp4,4.427018,4.427018,50x768,768,50,0.088540,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,76e0672ffce5857a789b41fb10606402f7da58c33579b1032a8282f86fb35bc9
-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,4,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\4.mp4,4.427018,4.246875,50x74,74,50,0.088540,48,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,76e0672ffce5857a789b41fb10606402f7da58c33579b1032a8282f86fb35bc9
-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,4,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\4.mp4,4.427018,4.427018,50x35,35,50,0.088540,49,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,76e0672ffce5857a789b41fb10606402f7da58c33579b1032a8282f86fb35bc9
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,7,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\7.mp4,6.966016,6.966016,50x768,768,50,0.139320,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,5301f4403cf7cd299cc525d2f443392ac70fd70c3c9cd4a09406f2ba4df6734d
